Sample_ID	Li	Mg	Al	P	S	K	Ca	V	Mn	Fe	Co	Ni	Cu	Zn	As	Rb	Mo	Cd	Cs	Pb
RT_112H	2.296600249	1876.834126	2364.151981	699.1065713	1682.809137	19765.36199	3258.571077	7.235735475	145.6964294	4179.414598	1.868878626	16.04463364	25.50974596	39.00609501	2.180461244	2.791175741	0.112608778	0.313729143	0.228068832	4.962859699
RT_113H	2.958111382	2379.137415	2848.842403	1013.759661	1786.860314	17434.82247	4406.84798	9.127419402	211.8811799	5064.558922	2.561972128	12.42128027	51.09647098	44.7879296	2.654712963	3.62963403	0.135772282	0.50361793	0.26670263	5.89414211
RT_114H	1.782049172	2712.299251	1311.676883	912.0604721	2450.228356	16108.77773	10187.84182	4.149403911	79.24860862	2283.613809	1.080103481	12.34925267	74.46102175	72.74158115	1.234516918	2.909106112	0.208717243	0.798480648	0.172737964	7.203036732
RT_115H	2.585021682	2489.743221	2414.22308	668.4799892	2475.266563	20404.19427	7603.103031	7.19862018	182.9013954	4305.865154	2.052963065	17.55903035	61.76042366	64.76555541	2.184864042	3.864745357	0.147366066	1.985467705	0.231970841	7.414017033
RT_116H	1.353839722	2545.52899	1190.818396	708.6729036	2497.013261	19022.5766	8228.113142	3.62026618	103.8748207	2088.970938	1.168375083	14.51725797	45.95256993	44.22791817	1.159556005	2.440496193	0.127239129	1.550491665	0.118549299	4.135815658
RT_117H	1.227134283	1899.23841	1511.595132	773.2371501	2285.832963	20967.0764	4161.886422	4.479402647	115.7149637	2677.21021	1.300772965	11.67821307	43.97993957	41.31661966	1.443438298	2.02929228	0.038043203	0.866840535	0.10037415	2.993783094
RT_118H	2.368498028	2721.396905	1950.052203	652.4615684	2379.229426	20191.24164	8972.022496	6.05112871	177.6058608	3490.862741	1.977104238	16.20770773	65.53156198	55.79344715	1.831566833	3.398289103	0.118262993	1.909395346	0.199280564	7.317060406
RT_121H	2.873472309	2883.204399	3395.480782	1459.1087	2145.883215	6018.420492	5495.235558	9.998520581	176.9732336	5964.389488	2.575597668	12.90498879	52.06760897	52.74161418	2.90227593	5.549591236	0.146929276	0.377248933	0.294586561	4.491230814
RT_122H	1.917758682	2375.331771	1818.568954	1099.275844	1631.01574	4421.679231	7677.876717	5.569339103	80.74661355	3278.439806	1.282405365	9.268788496	53.12787383	42.2249631	1.677293061	4.206821412	0.07006364	0.309272781	0.208313246	4.684758741
RT_123H	1.500977759	2095.159898	1510.375049	1201.331618	1749.247584	5448.475909	5915.689244	4.221719604	69.34538853	2444.371252	1.073913788	8.123560072	27.00166008	30.30107046	1.240169486	3.416246838	0.051411537	0.355586361	0.168379169	2.744013624
RT_124H	2.143984716	3047.97736	2017.454892	1388.954858	2057.594753	5956.337106	10365.7379	6.153300356	89.5970978	3518.45197	1.377804318	11.01193452	62.65580772	53.49281598	1.769350647	4.772734939	0.076600621	0.359060608	0.227663536	5.49917899
RT_125H	2.035381928	2896.597442	2141.352972	1562.135164	2090.632426	8659.363408	8421.786792	6.331291861	106.4448919	3650.522171	1.546081721	12.27688829	68.29347097	66.72608935	1.754494923	4.47679287	0.08195972	0.337123175	0.201679647	5.792030208
RT_126H	2.2400508	3031.040295	2329.314527	1328.407216	2398.040972	8932.910513	7421.85263	6.747955238	111.7186678	3937.976852	1.806949727	10.72640332	44.82792643	53.28892686	1.959053342	4.299359583	0.104462507	0.501764503	0.241636311	4.459996256
RT_127H	5.098726102	4290.896762	4964.598455	957.3467331	2613.948312	14605.76063	9852.123889	14.94548015	363.0759835	8835.981722	4.306055742	19.4857179	68.54043699	75.2448982	4.207640172	6.478321377	0.179272205	0.579486139	0.417157899	10.43139781
RT_128H	7.51377377	3508.266021	5246.223742	1211.171527	2087.611451	21293.07677	9210.373787	15.24832941	237.238311	9136.661791	3.585764379	17.72841674	42.60901696	69.92537192	4.470122291	8.217430213	0.244232715	0.545577984	0.549980988	12.00216229
RT_129H	4.721106499	3798.37102	4784.301285	897.8391887	2065.734219	14396.90765	7417.909785	14.3222989	243.8242574	8572.337144	3.499066208	17.20582216	49.83184846	58.20039069	4.123163307	4.957256073	0.148284057	0.542510723	0.360878427	7.885808451
RT_130H	1.226653243	1916.303598	1363.460525	998.9343587	1678.753397	16958.6826	3606.265907	3.468953123	61.17831813	2160.238732	0.977466412	5.364356479	31.13341614	38.51697253	1.089610327	3.977810194	0.26587973	0.268977546	0.096673098	2.037422158
RT_131H	5.514668083	4143.936411	4422.309925	977.6040796	1954.152818	13672.27879	13618.3372	13.3241447	300.2452973	7963.514991	3.480692961	19.48117353	95.90872197	91.23345679	3.803840396	6.70914282	0.220062477	0.540121834	0.411826075	12.02361854
RT_132H	6.313532181	4113.515419	7023.286115	1075.380902	2085.583512	19447.89541	6062.136775	20.5759761	365.1966225	12467.73469	5.060412828	21.84079484	40.99523365	58.1433502	5.813226379	5.701773627	0.157793688	0.380890725	0.465446199	9.169929144
RT_133H	6.885113563	3413.507135	6774.025556	1254.580856	2017.315864	14958.54658	6110.032847	18.43503594	332.4613444	11064.08245	5.016717142	23.53103865	48.7048477	61.52401946	5.333138012	5.941173591	0.215990997	0.469800697	0.518378637	10.19162916
RT_134H	5.675437328	3984.649501	5756.110929	1282.989494	2593.326477	13833.00567	7716.449046	16.73886346	392.3553507	10071.75129	5.055010233	23.85003707	83.38333043	56.6995035	4.895459199	5.026960713	0.204044541	0.630630581	0.44596617	8.439001228
RT_135H	9.951021212	4473.462463	8286.902345	1303.158972	1703.903471	12695.79536	10375.39098	22.32015557	451.5692482	13762.04747	6.220695661	28.52242435	41.66780748	53.78361012	6.457300381	7.665057103	0.249703119	0.558458188	0.69456873	13.45027065
RT_136H	3.90828616	3662.049038	4029.51012	1231.467309	2855.072514	17244.68244	10020.755	11.78304188	207.9270769	6951.735265	3.533686964	20.66429838	57.78499726	59.97341532	3.475048563	4.597541176	0.111704507	0.559762197	0.320716407	6.876763381
RT_137H	4.824266433	3179.201928	5009.328418	1154.02991	2324.05957	18973.83544	6586.398631	14.60803001	265.8613769	8755.32278	3.871173511	19.97520187	68.84078291	64.14320688	4.25231958	4.348010491	0.162632433	0.387349982	0.370423276	8.28659191
RT_138H	6.379938408	3194.835096	4981.846635	1359.060757	2493.99958	25944.15015	8188.58047	14.43401461	209.0731638	8676.75797	3.546310739	21.12921603	74.04575373	65.67679315	4.101973955	5.393018576	0.227218462	0.786379212	0.471667545	9.240851652
RT_139H	3.792596006	2499.94264	3737.397665	895.5581627	1654.030728	4948.623172	5391.920286	10.94109323	179.2703201	6608.012445	2.848041514	11.85484721	41.59043171	32.85175002	3.283046515	3.771833863	0.156423445	0.231089432	0.33279874	5.162642027
RT_140H	8.380382612	4160.171705	8033.853266	1163.025112	1474.001347	7339.92329	8342.324639	22.02644395	452.2589085	13765.27187	5.73654292	23.79096864	62.92264098	59.36198798	6.352739252	6.155821113	0.235943218	0.324830815	0.625851844	12.49898486
RT_141H	12.24276179	4627.436746	9842.166896	1078.401535	1598.565138	6672.023745	12794.64378	27.10822039	497.3569299	16858.91826	7.038492386	29.30931802	61.72128721	68.87575829	7.907910888	8.783972554	0.304884515	0.392582008	0.922437254	18.69162049
RT_142H	3.649090309	3938.942043	3629.909081	1454.148313	1978.352124	10750.19486	10599.07791	10.39815719	162.5827551	6377.810568	2.618650797	12.61342907	116.1605884	58.73746918	3.069749793	4.333282222	0.187917077	0.274916969	0.318228308	7.008712105
RT_143H	2.398220199	3526.260891	2999.71042	1212.777738	2028.153466	16786.37296	8880.80899	8.720865614	177.2133046	5331.389444	2.41812637	15.86794727	96.65181631	65.08046813	2.563615582	2.566423571	0.184815594	0.24298347	0.575690696	6.041954976
RT_144H	2.12654334	2180.962759	1759.300982	812.225774	2378.695896	12952.75826	9012.593788	5.010715517	87.52901272	2929.481556	1.148623786	9.305273688	43.24077756	31.88264786	1.437871519	3.079700708	0.098630838	0.259282621	0.186632031	3.873096878
RT_145H	2.493806715	3629.659008	3490.106146	932.8475518	2547.624667	14941.1799	8236.349136	9.260570354	187.5306998	5656.567785	2.778527998	13.19649842	60.73277379	48.20269053	2.780681018	2.814852031	0.10205947	0.544901426	0.202557578	4.648775278
RT_146H	2.399730585	2986.708001	2266.947066	848.6491495	2664.598736	21799.81061	9277.054245	6.453655565	135.8627923	3956.770624	1.907916114	15.74340754	39.16817724	40.43005399	2.599634848	3.320941582	0.084647877	1.088980639	0.45962586	3.678562756
RT_147H	4.226833187	3645.199702	3218.095009	730.5018545	2537.291371	21174.89603	13412.17258	9.496948444	200.2262571	5592.971497	2.667220377	15.20771777	57.93761344	46.70857212	2.760565691	4.784334091	0.226170079	1.058054947	0.300109379	7.535465594
RT_148H	3.384964096	2317.839496	2679.275828	712.0148419	2202.343417	18985.93118	8392.263399	7.530046308	134.864638	4641.42844	2.171423738	12.23130829	27.32752554	37.31901678	2.406702227	4.449879058	0.11932301	0.806825524	0.259172501	5.391604557
RT_150H	1.754332915	2306.60357	1850.442699	644.1314661	2442.59495	17058.84218	6291.202863	5.303540522	146.9356868	3214.374088	1.801110304	11.63423253	30.8280572	34.66097066	1.615571662	3.073123151	0.056074223	0.788909771	0.141686653	3.411341083
RT_151H	1.044013187	1993.444246	1050.956088	1554.962641	1839.857173	17856.7954	4530.074507	3.349762887	71.78649532	2007.419832	1.038544552	4.815824204	48.89361831	40.74222448	1.165690588	3.408909383	0.596477553	0.215747144	0.121088436	3.374378833
RT_152H	1.53091123	2500.024211	1738.129152	1212.172836	1687.550775	16773.0985	5721.608314	4.809162713	107.2081142	3104.61994	1.576898515	7.405589944	66.60153725	59.80214954	1.570255734	3.676375224	0.486201751	0.192036933	0.134688083	4.994043024
RT_153H	1.431756263	2422.061512	1751.012693	1353.866713	1898.019636	19475.51719	4062.698099	4.870571024	97.19343244	3121.349479	1.679586581	11.42840424	59.2657315	50.99201626	1.588176225	3.549286787	1.272489734	0.199250524	0.127942411	3.391162826
RT_154H	1.605912315	2121.103025	1441.488839	1523.944884	2000.679999	20237.51948	5891.308788	4.038122969	89.88888118	2550.225958	1.299882898	6.242422582	54.67969834	44.42105901	1.300218203	3.470031106	0.676600176	0.184746375	0.12685656	4.41400772
RT_155H	1.098259782	2357.21186	1605.677847	1553.002058	2250.831695	23761.551	4876.49584	4.566032518	98.18092715	3014.379884	1.378023328	7.869464853	71.80903443	49.76835031	1.547745324	2.662078269	0.344470311	0.112443683	0.096746841	3.534845524
RT_156H	1.831482649	2901.101937	1806.190899	1549.40873	2141.156758	23452.96382	7719.517035	5.148933429	128.4629986	3311.15642	1.685424694	7.091772368	78.94541617	51.7691644	1.688773764	4.174749724	0.577974266	0.250851034	0.144697278	4.994660326
RT_157H	5.361168458	2636.909423	5950.04022	798.1041242	1282.924113	14601.84715	3591.185831	15.61454245	327.2330564	10087.48136	4.423333228	15.24164063	34.44084046	54.54072221	4.88296766	5.710730587	0.460060437	0.17975226	0.37460189	9.615013984
RT_158H	6.606780072	2633.41414	4743.7959	1071.309497	1425.22649	18797.30086	7355.141611	12.72481518	302.7633775	8213.932509	3.812358024	13.32637941	44.71079833	55.32394957	4.142651325	7.940742622	0.603994874	0.268410747	0.473300072	13.1592278
RT_159H	2.424166282	2539.194667	3163.352188	845.7897824	1515.158174	16550.38868	4334.701914	9.024161765	184.7613225	5770.906538	2.473520103	9.581149938	53.17777069	50.03201009	2.934651883	3.699089252	0.344599904	0.143416757	0.188959504	5.012577382
RT_160H	3.70982648	2847.927434	3713.128184	1108.186242	1820.497328	20525.26499	6351.383267	10.73886698	218.9287033	6814.891519	2.989897914	12.30648406	59.49949718	53.51396827	3.516165561	4.621082706	0.509788006	0.206140827	0.267082562	8.008914323
RT_161H	2.968434257	2786.140167	3616.518694	969.4648086	2001.014441	22624.96143	5339.090565	10.33941878	225.3633601	6578.881794	3.135364359	11.09828427	55.72980701	48.49930824	3.364882779	3.557628947	0.669601087	0.17646568	0.207219052	6.68411769
RT_162H	4.750556573	2830.199023	5057.373012	952.7663356	1955.93385	16276.44781	3869.713253	14.27654467	286.0619258	9099.232623	4.063113615	14.07576042	36.14867643	52.04619258	4.550991928	5.786783789	0.712394292	0.252650026	0.387502552	8.987661223
RT_163H	6.638030132	2312.406556	5246.77934	957.1289107	1044.08405	9751.819086	4850.282539	13.81840733	303.6448461	9014.185421	4.089686488	14.59294561	35.11209752	44.17387694	4.367304083	7.411369317	0.466809332	0.216042541	0.488982467	12.66592137
RT_164H	3.216644961	2231.59193	3259.576567	1114.297543	1667.043672	16892.79999	3878.477185	9.08033881	165.684907	5727.598091	2.792798547	10.22521988	41.4571933	42.16594779	2.898247388	5.55273074	0.648750582	0.236054163	0.259536089	5.993417436
RT_165H	2.214697725	2738.597451	2244.290895	1180.017138	2152.170664	18829.0166	6596.920578	6.407983106	122.257265	4010.798669	2.319545411	10.37021283	57.63773717	52.79827516	2.051664395	4.187945395	0.47706291	0.270604935	0.217052592	5.052958213
RT_166H	3.34018833	2272.773835	3384.929877	1100.006058	1702.671423	15910.97068	4602.029291	9.267362291	169.0577299	5867.256578	2.690236578	10.18839591	31.13777125	47.47135442	3.026644825	5.234885635	0.545553999	0.200921677	0.274791037	7.128503057
RT_167H	2.946323068	2050.692009	3059.841508	968.978385	1615.780632	15022.30673	3832.530894	8.748956015	163.2102289	5469.915205	2.608022621	9.471588947	30.97024825	45.56961643	2.909061131	4.349969036	0.565647285	0.193147891	0.227197995	6.448629119
RT_168H	4.141469773	2712.600918	4443.673441	1007.408085	1665.364307	18229.5072	5216.312347	12.64496774	265.3252648	8082.16526	4.042594358	15.41482671	40.09622305	56.15590628	4.004600461	5.046816822	0.691032423	0.227277735	0.308529017	8.716962665
RT_169H	1.367397952	2020.482346	1421.680726	961.3207803	2010.464795	14484.16741	3770.707893	4.323539784	77.49520079	2570.33563	1.369793633	4.451346775	35.10379668	28.64581683	1.501454547	2.228155244	0.467733618	0.116158529	0.101654401	3.077321548
RT_170H	2.552937512	1866.832196	2617.897488	892.3017395	1355.572405	11329.33976	3302.34538	7.727603716	229.4629632	4836.03647	2.693575364	8.046068088	38.17666106	40.6492758	2.474303295	4.057466303	0.609554552	0.157350446	0.212515327	5.485843297
RT_171H	1.545675805	1586.398044	1767.612972	1016.84527	1569.662915	12133.85164	2618.081871	5.181181204	105.0171301	3243.086633	1.544267312	5.1232004	29.46237884	34.95167383	1.769113069	4.167198146	0.339864954	0.108010539	0.142300817	3.11063585
RT_172H	3.520431958	2453.322414	2903.768612	1070.854723	2043.669409	15098.85378	6836.146359	8.16274261	138.7362368	5084.395812	2.324007697	9.312002443	37.66113507	48.98371218	2.583395094	5.500546239	0.573213534	0.213607941	0.282909077	6.993841502
RT_173H	2.647382062	1783.722409	2768.143315	791.4387767	1327.973191	10401.34696	2702.743578	7.825257649	173.0170753	4935.871743	2.318946547	7.584844913	23.1899934	36.86704847	2.473960234	4.399672449	0.296878768	0.108271114	0.222471357	5.555988969
RT_174H	4.305648727	2312.821002	3443.242978	1396.127082	1672.074089	14265.36655	3928.254782	9.54758921	180.2767484	6133.963568	2.551059834	9.677897814	50.49540569	55.68534931	3.124096935	6.971265869	0.816446724	0.215029538	0.346418463	8.256936867
RT_175H	1.367952174	2648.553273	1566.041016	871.7640391	2246.283726	17870.1998	5531.325742	4.491144647	101.6936336	2759.258593	1.500401393	7.59796055	42.17096951	56.90615713	1.468973824	3.484172955	0.134608091	0.509225918	0.122675409	2.894987972
RT_176H	2.276420064	1778.983654	1856.064197	785.5012403	2358.097392	19721.76765	4305.853381	5.182121548	111.8418107	3171.390602	1.730494809	7.56357809	24.10183252	48.23011256	1.696577412	5.571006585	0.218207792	0.569928222	0.191349683	4.868195917
RT_177H	0.953615614	1653.522594	1247.080649	790.6558546	2504.709664	20840.54964	2831.802334	3.555200909	81.6899472	2163.049698	1.440475916	7.390124462	26.88759796	44.8131215	1.210110095	3.117320914	0.189477944	0.402517912	0.080718577	2.100025253
RT_178H	0.873120916	1952.067423	902.9189848	767.3219248	2319.475966	22457.5577	4557.490768	2.633441101	54.65656523	1600.702432	1.133787487	5.831980995	25.33307436	49.11194694	0.931331069	3.351598474	0.209514941	0.387786966	0.079944101	2.034386895
RT_179H	2.24281144	2370.044022	1872.601637	902.2665245	2660.703268	20200.22686	5278.760325	5.472453219	116.2081506	3371.656061	2.119118457	7.769474574	27.83077109	45.47732054	1.720070221	4.616058319	0.266346953	0.616459916	0.192045993	6.194523598
RT_180H	1.765890151	2614.110412	1480.548615	720.5272786	2425.092132	19588.09185	8201.418794	4.242420508	93.40368135	2590.314562	1.507806136	7.462410186	32.00212543	47.3751174	1.371346916	4.673013918	0.268430207	0.54274506	0.149514404	4.435923601
RT_181H	1.888206747	2599.711145	1780.49953	1775.752206	2213.561997	24877.73029	6215.431208	5.462484509	103.565825	3184.086901	1.512217979	8.097210076	56.98447959	39.78018172	1.666601452	4.559040834	0.679299696	0.233920024	0.162371585	3.727989881
RT_182H	1.786369858	2256.162469	1304.500709	1339.600396	1903.383686	15496.47624	6810.929396	4.021133873	86.11764339	2352.348913	1.205808792	5.810299136	36.67638142	27.01245092	1.262213033	5.444318151	0.44019841	0.246348698	0.165171798	2.977602867
RT_183H	2.278992283	2895.811106	1639.481497	1404.20217	2245.655298	16547.48369	9727.66992	4.906468196	103.5816848	2849.670127	1.451074902	6.660827807	49.76614207	32.58315312	1.421642499	5.974502639	0.825335472	0.352321736	0.234557641	4.013073698
RT_184H	2.644125073	2571.973619	2801.806691	1447.765521	1943.804667	21232.5888	4726.834106	8.085997909	155.2056605	5015.621945	2.282448572	11.83721481	53.63609199	36.43173085	2.748281416	4.947438945	0.604603293	0.212740212	0.230411032	4.10859324
RT_185H	1.89713613	2117.840984	1548.666938	1519.926076	2021.126203	18524.74694	4496.745457	4.792523059	98.2037574	2821.116033	1.423741598	5.052209495	37.35226806	27.57321927	1.493689068	5.149752888	0.569939172	0.242602126	0.169400477	3.205307045
RT_186H	2.32904995	2929.517038	1806.941673	1466.746666	2371.423059	19305.26643	8635.224213	5.383010652	102.2500752	3206.833727	1.63534922	7.051883468	46.81634171	33.77343906	1.601777295	6.195222066	0.757047482	0.30799617	0.219147628	3.808859011
RT_187H	2.197014771	3174.085158	3117.538092	1176.880636	2220.577482	23149.89998	5375.693428	9.676043592	189.471665	5669.324776	2.599938391	10.91888816	40.38030089	46.33879468	2.865468929	4.280225757	0.44507043	0.162488849	0.189860495	4.195316824
RT_188H	3.080120623	2695.385705	2438.730656	923.8793477	2113.756425	21665.89411	6413.409733	7.467713625	115.9675387	4201.370315	1.827650657	7.406108852	32.87723175	41.80040774	2.182216661	6.310524769	1.61854738	0.333974151	0.270305024	5.162480673
RT_189H	5.150129555	2048.657062	3881.254196	937.6708601	1504.833326	19288.32973	3777.079609	12.26706696	248.8773822	7165.791489	3.21673444	11.00867139	19.93676086	37.14609992	3.988201816	6.813936851	0.381445064	0.176322093	0.384876864	8.993821135
RT_190H	2.660842084	3459.191859	3565.949193	1052.054972	2779.068122	22396.80855	5778.021092	11.58406731	185.710911	6633.733643	2.962551035	13.08343387	44.75962332	46.22368132	3.463519285	3.691422619	1.061338557	0.249318282	0.210438723	5.351979906
RT_191H	3.697327725	2173.501791	3953.483818	832.2787777	1536.102962	17762.17043	2356.925566	12.27626905	213.1248255	7184.308261	3.058534509	10.85525953	19.44483883	31.43566967	3.611786652	4.929081142	0.625264218	0.155844302	0.286945812	5.849528024
RT_192H	4.232588526	2200.35932	3172.958959	997.0799377	1458.139046	21113.03617	5486.385323	10.09259301	204.0433875	5882.740007	2.614120214	9.730297788	23.71417259	34.78598333	3.030646893	6.028886846	0.719208582	0.194439127	0.311157692	7.208767128
RT_193H	2.350660881	1985.880924	2797.699572	1243.495493	1978.190073	22305.94074	2675.002927	8.801612554	149.7916375	5100.569939	2.375566336	9.583401149	34.2181303	35.99717992	2.555486558	3.963670344	0.597551594	0.15406627	0.194253073	3.6595613
RT_194H	3.175200861	2985.283889	3863.514157	1153.978293	1886.177592	18030.39762	5208.834699	12.03821429	244.3313087	7062.545712	3.938258027	15.19668276	46.37465093	45.38636129	3.514965385	4.691653479	0.694051822	0.218692175	0.259045607	5.192580639
RT_195H	3.203669953	2702.769788	2459.743265	1154.554414	2222.600509	24100.37987	9494.688489	7.905544404	130.2774808	4504.870885	2.305450186	10.70999923	50.98108829	41.93683954	2.378493448	5.647984915	0.992171821	0.324522027	0.257718385	6.025144128
RT_196H	3.730626398	2297.540132	3761.736627	1029.739134	1757.725334	19529.65873	3253.305836	11.9944196	203.6626595	6964.737094	3.392821038	12.08231214	30.79388086	33.93109224	3.530014054	5.411672869	1.015091723	0.23896817	0.30198124	6.344945061
RT_197H	3.526841307	2790.790691	3879.239897	1216.356388	2058.827674	16423.42064	5157.650908	12.06958457	236.0229538	7107.187004	3.544360269	14.13642871	41.37223665	41.24906717	3.724740388	5.496347379	0.558019485	0.241568061	0.300281801	5.829257734
RT_198H	4.264279346	2972.168522	4414.718141	1069.746053	1686.82471	15031.32181	5846.42493	13.8975541	264.8563335	8278.81947	3.857496343	15.03067414	40.60275541	43.09540193	4.113174918	5.689043039	0.731127218	0.243667908	0.348716764	7.349800961
RT_199H	2.969052235	1771.042703	3090.676676	825.3753701	1158.741688	11495.14944	2677.575568	9.65312002	190.6835868	5698.098321	2.550773034	9.082540936	23.27279954	25.67276774	2.815669387	4.42032653	0.268298931	0.103409072	0.236740363	5.292484705
RT_200H	3.899254521	2410.267637	3191.794125	1370.995108	1570.466343	16761.70963	6874.130429	10.01208459	166.438331	5872.580262	2.474570746	9.663089494	35.90872229	38.38092977	2.915649002	7.413877967	0.357781999	0.152852707	0.330551537	7.276884402
RT_201H	3.260231521	2145.346749	3251.302127	848.9515014	1361.717247	11281.81857	3232.40741	10.09265711	189.0956812	5928.595466	2.674437953	9.639175843	25.98034247	27.88575555	2.902529486	4.727223085	0.350025304	0.1298324	0.265640232	5.399364877
RT_202H	2.338752298	2943.938758	3210.973792	1062.575394	2080.795208	18886.07052	5376.822883	10.23217545	159.9405586	5892.061053	2.622825262	11.33370855	38.3993727	38.49697909	2.913145229	3.338091383	0.559424368	0.117191487	0.194275795	3.946770797
RT_203H	4.856786699	2114.474822	3232.920379	1089.840905	1696.505388	18221.36703	6194.544266	10.55595288	172.5201198	5998.496988	2.646403541	10.7499156	29.11816249	41.25247942	3.097743908	6.114112541	0.765010731	0.173620441	0.37024014	7.987839851
RT_204H	2.746671266	2253.46221	2558.509292	884.1659843	1941.370291	16159.23188	5284.160218	7.949904822	127.9070361	4562.968609	2.026371234	9.575516366	35.66108218	34.13757836	2.275251524	4.342268044	0.695963797	0.153790544	0.248630176	4.703021823
RT_205H	0.658704136	2968.713667	707.5473523	851.1775153	2526.618126	22250.36424	7825.675014	2.096605109	51.74158912	1226.176104	0.627019717	4.569304207	36.04704991	36.46832938	0.678634891	2.192641207	0.161496405	0.177982422	0.064261408	1.518251399
RT_206H	0.72287567	2614.276301	797.0875935	619.4192951	2715.331902	22663.87118	7093.560743	2.346568606	52.73525901	1265.25037	0.870987868	5.793237023	27.51925919	28.94669872	0.69154824	2.517666857	0.141024621	0.469497368	0.065682183	1.5136848
RT_207H	1.736018527	3114.961935	1726.145196	715.710809	2637.424265	19882.22964	8195.548645	5.167519688	116.0957986	2965.629026	1.762722498	8.814323628	38.10366713	40.72588006	1.511768064	4.022039184	0.145439297	0.567491904	0.16097192	3.416165579
RT_208H	1.064957859	3954.382731	1206.703365	935.3221584	4473.359495	21561.26613	13779.39458	3.746392703	67.28074421	2012.809204	1.229500573	12.13585204	84.23881801	63.14025761	1.081048037	2.699994256	0.300847413	0.409920821	0.10377413	4.95708122
RT_209H	0.955518652	2865.558673	1078.923467	865.2434718	2702.973827	26108.47592	6711.583452	3.478585951	80.00448826	1930.033568	1.21660612	6.097687541	30.61613881	33.0106018	1.08824968	2.540860414	0.219505176	0.345767597	0.085190588	1.82742158
RT_210H	2.473044786	2654.144563	1866.596719	626.6594432	2586.37906	24853.48521	10277.69525	5.71686744	110.4484054	3300.283609	1.678298228	7.650884595	30.8830101	34.04336464	1.692888675	4.254941569	0.28524043	0.478929286	0.202479665	4.4509454
RT_211H	1.833623511	3758.975799	1976.926175	1529.716395	2448.950934	6993.394053	9324.492854	5.575934538	98.02902004	3416.768471	1.432812984	10.11804358	76.02131695	73.1036164	1.63431182	3.609964498	0.652963329	0.348537873	0.177046538	3.490667747
RT_212H	2.997545862	2761.455136	3258.685963	1508.137037	2289.628653	9135.228521	5454.318631	8.564482288	140.4675399	5476.189328	2.238607405	10.38192496	68.09685088	66.94043774	2.565534799	4.201424588	0.356726222	0.27075451	0.255774864	4.049773018
RT_213H	2.871417047	3114.407844	2300.563705	1507.974899	2147.88393	8649.791174	9927.08166	6.06750466	96.73554744	3919.981845	1.491625945	7.460701093	56.90272026	84.39456747	1.753746601	5.595512186	0.518209545	0.389734262	0.293891477	4.51096143
RT_214H	1.462191147	3226.034084	1937.786739	1460.323827	2362.80767	9890.13228	5546.558367	5.171092386	87.6030421	3199.897489	1.457187573	7.95998598	66.86067018	63.48567624	1.497252943	2.705353524	0.600231576	0.264805397	0.140699728	2.596061386
RT_215H	1.591062521	2815.788858	2053.01619	1803.507787	2346.176273	12884.08081	5890.057925	5.450061528	99.99197304	3458.646649	1.42694199	6.675034171	43.44196039	53.29450991	1.595671917	3.966448289	0.259670969	0.187865867	0.15364593	2.168467622
RT_216H	2.524287873	3114.330147	2017.226071	1552.839249	2303.077747	12518.7971	10016.32379	5.526989568	86.09747547	3462.56092	1.466695581	7.83882432	44.22612638	71.45582299	1.588443056	5.069646674	0.765375	0.403652531	0.22999604	3.93961087
RT_217H	3.839514898	4038.935008	3681.839629	917.2187433	2588.322092	14622.57897	9764.405366	10.14876445	181.9829446	6457.796637	2.70596144	13.0180098	54.40077088	89.38996363	3.107748063	5.843370517	0.705951741	0.343649959	0.328195519	6.676900725
RT_218H	6.817803456	4539.680913	7759.21882	964.1017496	2137.522022	12843.12921	8371.171941	19.88562241	508.9430953	13049.64882	6.276328397	22.20500704	50.58519495	86.30520047	5.938591492	6.490947282	0.664671276	0.28183398	0.503148554	10.71213087
RT_219H	3.340779959	3078.313752	3467.438295	1179.342956	2328.312162	16285.08971	7423.756278	9.714396496	145.3373896	6279.867422	2.608502042	13.61700942	47.19616337	59.78968245	2.960511723	4.893315851	0.356182599	0.232977352	0.264511635	5.162216258
RT_220H	4.29896869	4770.445088	4545.593522	1161.796413	2393.371863	17628.78099	10459.05418	12.35825906	210.693984	7842.198115	3.123844643	14.83893402	62.07174427	87.79252182	3.674632325	5.162712732	0.709910381	0.347986031	0.337140225	6.28501437
RT_221H	4.74462479	3583.772756	5496.163133	1118.228707	2985.343228	24326.99904	5861.203862	14.52487673	201.7533329	9526.387657	3.325032186	14.68107251	43.58132102	87.97954783	4.46702389	5.995585289	0.506702948	0.209000225	0.366438091	6.220957251
RT_222H	5.556520414	4753.491236	5867.853625	1046.121167	3337.102865	21744.36049	11973.1476	15.71651846	230.9793356	10198.05763	3.701687329	16.87324133	65.87831957	108.5707343	4.686943153	6.591007503	0.610293509	0.271826501	0.466472397	7.97059842
RT_223H	5.68898274	3296.531653	5951.117583	1300.849212	1762.143878	16364.36624	6311.043793	15.01245539	268.5449994	9866.371764	4.14141255	18.16037961	44.10745307	65.65196632	4.445433811	5.916772698	0.674058441	0.275361056	0.402510332	7.433480574
RT_224H	6.632445286	3745.217345	7509.964317	1255.134487	1754.102532	15943.33364	5653.214548	18.93325257	333.4836313	12402.40553	4.982825139	21.22931531	44.42606829	67.28359102	5.534881412	5.869296019	0.714183656	0.284846835	0.462887442	8.396671055
