Sample_ID	Genotype	Compartment	Field	Management	Plot	Position	Location	Stage	Run	Compartment_Stage	Compartment_Genotype	Compartment_Stage_Management	Compartment_Stage_Management_Plot	Compartment_Stage_Management_Genotype	Compartment_Stage_Management_Plot_Genotype
RH_85H	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_6	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_6_5_pht1;6
RH_86H	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_6	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_6_5_pht1;6
RH_87H	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_6	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_6_5_pht1;6
RH_91H	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_56_1_B73
RH_92H	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_56_1_B73
RH_93H	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_56_1_B73
RT_97H	2_DK105	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_56_2_DK105
RT_98H	2_DK105	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_56_2_DK105
RT_99H	2_DK105	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_56_2_DK105
RT_103H	3_PH207	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_56_3_PH207
RT_104H	3_PH207	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_56_3_PH207
RT_105H	3_PH207	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_56_3_PH207
RT_109H	4_F2	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_56_4_F2
RT_110H	4_F2	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_56_4_F2
RT_111H	4_F2	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_56_4_F2
RT_115H	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_56_5_pht1;6
RT_116H	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_56_5_pht1;6
RT_117H	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_56_5_pht1;6
RH_97H	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_56_2_DK105
RH_98H	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_56_2_DK105
RH_99H	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_56_2_DK105
RH_103H	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_56_3_PH207
RH_104H	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_56_3_PH207
RH_105H	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_56_3_PH207
RH_109H	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_56_4_F2
RH_110H	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_56_4_F2
RH_111H	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_56_4_F2
RH_115H	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_56_5_pht1;6
RH_116H	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_56_5_pht1;6
RH_117H	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_56_5_pht1;6
RT_121H	1_B73	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_1_B73	Root_Vegetative_CONMIN_96_1_B73
RT_122H	1_B73	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_1_B73	Root_Vegetative_CONMIN_96_1_B73
RT_123H	1_B73	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_1_B73	Root_Vegetative_CONMIN_96_1_B73
RT_127H	2_DK105	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_96_2_DK105
RT_128H	2_DK105	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_96_2_DK105
RT_129H	2_DK105	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_96_2_DK105
RT_133H	3_PH207	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_96_3_PH207
RT_134H	3_PH207	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_96_3_PH207
RT_135H	3_PH207	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_96_3_PH207
RT_139H	4_F2	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_96_4_F2
RT_140H	4_F2	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_96_4_F2
RT_141H	4_F2	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_96_4_F2
RH_121H	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_96_1_B73
RH_122H	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_96_1_B73
RH_123H	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_96_1_B73
RH_127H	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_96_2_DK105
RH_128H	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_96_2_DK105
RH_129H	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_96_2_DK105
RH_133H	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_96_3_PH207
RH_134H	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_96_3_PH207
RH_135H	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_96_3_PH207
RH_139H	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_96_4_F2
RH_140H	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_96_4_F2
RH_141H	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_96_4_F2
RT_145H	5_pht1;6	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_96_5_pht1;6
RT_146H	5_pht1;6	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_96_5_pht1;6
RT_147H	5_pht1;6	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_96_5_pht1;6
RT_151H	1_B73	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_12_1_B73
RT_152H	1_B73	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_12_1_B73
RT_153H	1_B73	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_12_1_B73
RT_157H	2_DK105	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_2_DK105	Root_Vegetative_BIODYN_12_2_DK105
RT_158H	2_DK105	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_2_DK105	Root_Vegetative_BIODYN_12_2_DK105
RT_159H	2_DK105	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_2_DK105	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_2_DK105	Root_Vegetative_BIODYN_12_2_DK105
RT_163H	3_PH207	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_3_PH207	Root_Vegetative_BIODYN_12_3_PH207
RT_164H	3_PH207	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_3_PH207	Root_Vegetative_BIODYN_12_3_PH207
RT_165H	3_PH207	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_3_PH207	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_3_PH207	Root_Vegetative_BIODYN_12_3_PH207
RH_145H	5_pht1;6	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_96_5_pht1;6
RH_146H	5_pht1;6	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_96_5_pht1;6
RH_147H	5_pht1;6	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_96_5_pht1;6
RH_151H	1_B73	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_1_B73	Rhizosphere_Vegetative_BIODYN_12_1_B73
RH_152H	1_B73	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_1_B73	Rhizosphere_Vegetative_BIODYN_12_1_B73
RH_153H	1_B73	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_1_B73	Rhizosphere_Vegetative_BIODYN_12_1_B73
RH_157H	2_DK105	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_2_DK105	Rhizosphere_Vegetative_BIODYN_12_2_DK105
RH_158H	2_DK105	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_2_DK105	Rhizosphere_Vegetative_BIODYN_12_2_DK105
RH_159H	2_DK105	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_2_DK105	Rhizosphere_Vegetative_BIODYN_12_2_DK105
RH_163H	3_PH207	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_3_PH207	Rhizosphere_Vegetative_BIODYN_12_3_PH207
RH_164H	3_PH207	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_3_PH207	Rhizosphere_Vegetative_BIODYN_12_3_PH207
RH_165H	3_PH207	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_3_PH207	Rhizosphere_Vegetative_BIODYN_12_3_PH207
RT_169H	4_F2	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_4_F2	Root_Vegetative_BIODYN_12_4_F2
RT_170H	4_F2	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_4_F2	Root_Vegetative_BIODYN_12_4_F2
RT_171H	4_F2	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_4_F2	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_4_F2	Root_Vegetative_BIODYN_12_4_F2
RT_175H	5_pht1;6	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_5_pht1;6	Root_Vegetative_BIODYN_12_5_pht1;6
RT_176H	5_pht1;6	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_5_pht1;6	Root_Vegetative_BIODYN_12_5_pht1;6
RT_177H	5_pht1;6	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_002	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_5_pht1;6	Root_Vegetative_BIODYN_12_5_pht1;6
RT_181H	1_B73	Root	DOK	BIODYN	50	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_50	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_50_1_B73
RT_182H	1_B73	Root	DOK	BIODYN	50	NA	B2	Vegetative	bourceret_2018_002	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_50	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_50_1_B73
